Epoch,# of updates,Normalized WH(AGAD),Normalized WC(AGAD),Normalized WH(c-TTv2),Normalized WC(c-TTv2)
0,1,0,-0.07448,0,-0.08345
0,2,0,-0.07448,0,-0.08345
0,3,0,-0.07448,0,-0.08345
0,4,0,-0.07448,0,-0.08345
0,5,0,-0.07448,0,-0.08345
0,6,0.00562,0.05682,0.00136,-0.06836
0,7,0.00562,0.05682,0.00136,-0.06836
0,8,0.00562,0.05682,0.00136,-0.06836
0,9,0.00562,0.05682,0.00136,-0.06836
0,10,0.00562,0.05682,0.00136,-0.06836
0,11,0.00534,-0.08712,-0.01793,-0.03656
0,12,0.00534,-0.08712,-0.01793,-0.03656
0,13,0.00534,-0.08712,-0.01793,-0.03656
0,14,0.00534,-0.08712,-0.01793,-0.03656
0,15,0.00534,-0.08712,-0.01793,-0.03656
0,16,-0.032,-0.0651,-0.02979,-0.08345
0,17,-0.032,-0.0651,-0.02979,-0.08345
0,18,-0.032,-0.0651,-0.02979,-0.08345
0,19,-0.032,-0.0651,-0.02979,-0.08345
0,20,-0.032,-0.0651,-0.02979,-0.08345
0,21,-0.06837,-0.05328,-0.03938,-0.08549
0,22,-0.06837,-0.05328,-0.03938,-0.08549
0,23,-0.06837,-0.05328,-0.03938,-0.08549
0,24,-0.06837,-0.05328,-0.03938,-0.08549
0,25,-0.06837,-0.05328,-0.03938,-0.08549
0,26,-0.11526,-0.07489,-0.04892,-0.04349
0,27,-0.11526,-0.07489,-0.04892,-0.04349
0,28,-0.11526,-0.07489,-0.04892,-0.04349
0,29,-0.11526,-0.07489,-0.04892,-0.04349
0,30,-0.11526,-0.07489,-0.04892,-0.04349
0,31,-0.14598,0.01115,-0.05175,-0.11444
0,32,-0.14598,0.01115,-0.05175,-0.11444
0,33,-0.14598,0.01115,-0.05175,-0.11444
0,34,-0.14598,0.01115,-0.05175,-0.11444
0,35,-0.14598,0.01115,-0.05175,-0.11444
0,36,-0.17538,-0.11036,-0.05733,-0.10791
0,37,-0.17538,-0.11036,-0.05733,-0.10791
0,38,-0.17538,-0.11036,-0.05733,-0.10791
0,39,-0.17538,-0.11036,-0.05733,-0.10791
0,40,-0.17538,-0.11036,-0.05733,-0.10791
0,41,-0.17793,0.07353,-0.06624,-0.0965
0,42,-0.17793,0.07353,-0.06624,-0.0965
0,43,-0.17793,0.07353,-0.06624,-0.0965
0,44,-0.17793,0.07353,-0.06624,-0.0965
0,45,-0.17793,0.07353,-0.06624,-0.0965
0,46,-0.19166,0.014,-0.09956,-0.08549
0,47,-0.19166,0.014,-0.09956,-0.08549
0,48,-0.19166,0.014,-0.09956,-0.08549
0,49,-0.19166,0.014,-0.09956,-0.08549
0,50,-0.19166,0.014,-0.09956,-0.08549
0,51,-0.23955,-0.05695,-0.12723,-0.09568
0,52,-0.23955,-0.05695,-0.12723,-0.09568
0,53,-0.23955,-0.05695,-0.12723,-0.09568
0,54,-0.23955,-0.05695,-0.12723,-0.09568
0,55,-0.23955,-0.05695,-0.12723,-0.09568
0,56,-0.28877,-0.04227,-0.16441,-0.10628
0,57,-0.28877,-0.04227,-0.16441,-0.10628
0,58,-0.28877,-0.04227,-0.16441,-0.10628
0,59,-0.28877,-0.04227,-0.16441,-0.10628
0,60,-0.28877,-0.04227,-0.16441,-0.10628
0,61,-0.26366,0.04988,-0.10537,-0.0859
0,62,-0.26366,0.04988,-0.10537,-0.0859
0,63,-0.26366,0.04988,-0.10537,-0.0859
0,64,-0.26366,0.04988,-0.10537,-0.0859
0,65,-0.26366,0.04988,-0.10537,-0.0859
0,66,-0.30774,-0.0492,-0.04577,-0.10751
0,67,-0.30774,-0.0492,-0.04577,-0.10751
0,68,-0.30774,-0.0492,-0.04577,-0.10751
0,69,-0.30774,-0.0492,-0.04577,-0.10751
0,70,-0.30774,-0.0492,-0.04577,-0.10751
0,71,-0.36352,-0.08223,-0.03671,0.05192
0,72,-0.36352,-0.08223,-0.03671,0.05192
0,73,-0.36352,-0.08223,-0.03671,0.05192
0,74,-0.36352,-0.08223,-0.03671,0.05192
0,75,-0.36352,-0.08223,-0.03671,0.05192
0,76,-0.41101,0.04581,-0.02962,-0.07122
0,77,-0.41101,0.04581,-0.02962,-0.07122
0,78,-0.41101,0.04581,-0.02962,-0.07122
0,79,-0.41101,0.04581,-0.02962,-0.07122
0,80,-0.41101,0.04581,-0.02962,-0.07122
0,81,-0.40533,-0.04716,-0.02796,-0.07937
0,82,-0.40533,-0.04716,-0.02796,-0.07937
0,83,-0.40533,-0.04716,-0.02796,-0.07937
0,84,-0.40533,-0.04716,-0.02796,-0.07937
0,85,-0.40533,-0.04716,-0.02796,-0.07937
0,86,-0.41816,-0.05287,-0.0383,-0.07489
0,87,-0.41816,-0.05287,-0.0383,-0.07489
0,88,-0.41816,-0.05287,-0.0383,-0.07489
0,89,-0.41816,-0.05287,-0.0383,-0.07489
0,90,-0.41816,-0.05287,-0.0383,-0.07489
0,91,-0.45519,-0.02351,-0.05728,-0.05287
0,92,-0.45519,-0.02351,-0.05728,-0.05287
0,93,-0.45519,-0.02351,-0.05728,-0.05287
0,94,-0.45519,-0.02351,-0.05728,-0.05287
0,95,-0.45519,-0.02351,-0.05728,-0.05287
0,96,-0.53106,0.04091,-0.07336,-0.05042
0,97,-0.53106,0.04091,-0.07336,-0.05042
0,98,-0.53106,0.04091,-0.07336,-0.05042
0,99,-0.53106,0.04091,-0.07336,-0.05042
1,100,-0.53106,0.04091,-0.07336,-0.05042
1,101,-0.5879,-0.09813,-0.02561,-0.10261
1,102,-0.5879,-0.09813,-0.02561,-0.10261
1,103,-0.5879,-0.09813,-0.02561,-0.10261
1,104,-0.5879,-0.09813,-0.02561,-0.10261
1,105,-0.5879,-0.09813,-0.02561,-0.10261
1,106,-0.65434,-0.05368,-0.01212,0.03806
1,107,-0.65434,-0.05368,-0.01212,0.03806
1,108,-0.65434,-0.05368,-0.01212,0.03806
1,109,-0.65434,-0.05368,-0.01212,0.03806
1,110,-0.65434,-0.05368,-0.01212,0.03806
1,111,-0.71505,-0.05491,-0.00651,0.02909
1,112,-0.71505,-0.05491,-0.00651,0.02909
1,113,-0.71505,-0.05491,-0.00651,0.02909
1,114,-0.71505,-0.05491,-0.00651,0.02909
1,115,-0.71505,-0.05491,-0.00651,0.02909
1,116,-0.77926,0.04948,0.00571,0.02991
1,117,-0.77926,0.04948,0.00571,0.02991
1,118,-0.77926,0.04948,0.00571,0.02991
1,119,-0.77926,0.04948,0.00571,0.02991
1,120,-0.77926,0.04948,0.00571,0.02991
1,121,-0.78676,-0.02677,-0.00498,-0.04634
1,122,-0.78676,-0.02677,-0.00498,-0.04634
1,123,-0.78676,-0.02677,-0.00498,-0.04634
1,124,-0.78676,-0.02677,-0.00498,-0.04634
1,125,-0.78676,-0.02677,-0.00498,-0.04634
1,126,-0.79518,-0.06673,-0.06484,-0.08141
1,127,-0.79518,-0.06673,-0.06484,-0.08141
1,128,-0.79518,-0.06673,-0.06484,-0.08141
1,129,-0.79518,-0.06673,-0.06484,-0.08141
1,130,-0.79518,-0.06673,-0.06484,-0.08141
1,131,-0.83908,-0.05491,-0.11401,-0.11648
1,132,-0.83908,-0.05491,-0.11401,-0.11648
1,133,-0.83908,-0.05491,-0.11401,-0.11648
1,134,-0.83908,-0.05491,-0.11401,-0.11648
1,135,-0.83908,-0.05491,-0.11401,-0.11648
1,136,-0.88624,-0.07244,-0.19441,-0.10547
1,137,-0.88624,-0.07244,-0.19441,-0.10547
1,138,-0.88624,-0.07244,-0.19441,-0.10547
1,139,-0.88624,-0.07244,-0.19441,-0.10547
1,140,-0.88624,-0.07244,-0.19441,-0.10547
1,141,-0.87378,-0.09527,-0.13918,-0.07366
1,142,-0.87378,-0.09527,-0.13918,-0.07366
1,143,-0.87378,-0.09527,-0.13918,-0.07366
1,144,-0.87378,-0.09527,-0.13918,-0.07366
1,145,-0.87378,-0.09527,-0.13918,-0.07366
1,146,-0.91831,-0.01699,-0.13113,-0.09813
1,147,-0.91831,-0.01699,-0.13113,-0.09813
1,148,-0.91831,-0.01699,-0.13113,-0.09813
1,149,-0.91831,-0.01699,-0.13113,-0.09813
1,150,-0.91831,-0.01699,-0.13113,-0.09813
1,151,-0.95815,-0.05654,-0.13767,-0.11321
1,152,-0.95815,-0.05654,-0.13767,-0.11321
1,153,-0.95815,-0.05654,-0.13767,-0.11321
1,154,-0.95815,-0.05654,-0.13767,-0.11321
1,155,-0.95815,-0.05654,-0.13767,-0.11321
1,156,-0.99424,-0.09242,-0.1436,-0.09038
1,157,-0.99424,-0.09242,-0.1436,-0.09038
1,158,-0.99424,-0.09242,-0.1436,-0.09038
1,159,-0.99424,-0.09242,-0.1436,-0.09038
1,160,-0.99424,-0.09242,-0.1436,-0.09038
1,161,-0.98834,-0.0231,-0.13421,-0.01454
1,162,-0.98834,-0.0231,-0.13421,-0.01454
1,163,-0.98834,-0.0231,-0.13421,-0.01454
1,164,-0.98834,-0.0231,-0.13421,-0.01454
1,165,-0.98834,-0.0231,-0.13421,-0.01454
1,166,0,-0.14543,-0.15594,-0.08671
1,167,0,-0.14543,-0.15594,-0.08671
1,168,0,-0.14543,-0.15594,-0.08671
1,169,0,-0.14543,-0.15594,-0.08671
1,170,0,-0.14543,-0.15594,-0.08671
1,171,-0.015,-0.27754,-0.17004,-0.1018
1,172,-0.015,-0.27754,-0.17004,-0.1018
1,173,-0.015,-0.27754,-0.17004,-0.1018
1,174,-0.015,-0.27754,-0.17004,-0.1018
1,175,-0.015,-0.27754,-0.17004,-0.1018
1,176,-0.03467,-0.31953,-0.21637,-0.06347
1,177,-0.03467,-0.31953,-0.21637,-0.06347
1,178,-0.03467,-0.31953,-0.21637,-0.06347
1,179,-0.03467,-0.31953,-0.21637,-0.06347
1,180,-0.03467,-0.31953,-0.21637,-0.06347
1,181,-0.03546,-0.37213,-0.17487,-0.10628
1,182,-0.03546,-0.37213,-0.17487,-0.10628
1,183,-0.03546,-0.37213,-0.17487,-0.10628
1,184,-0.03546,-0.37213,-0.17487,-0.10628
1,185,-0.03546,-0.37213,-0.17487,-0.10628
1,186,-0.03289,-0.32524,-0.17897,-0.06999
1,187,-0.03289,-0.32524,-0.17897,-0.06999
1,188,-0.03289,-0.32524,-0.17897,-0.06999
1,189,-0.03289,-0.32524,-0.17897,-0.06999
1,190,-0.03289,-0.32524,-0.17897,-0.06999
1,191,-0.05675,-0.3754,-0.20356,0.02909
1,192,-0.05675,-0.3754,-0.20356,0.02909
1,193,-0.05675,-0.3754,-0.20356,0.02909
1,194,-0.05675,-0.3754,-0.20356,0.02909
1,195,-0.05675,-0.3754,-0.20356,0.02909
1,196,-0.08362,-0.20333,-0.2101,-0.1124
1,197,-0.08362,-0.20333,-0.2101,-0.1124
1,198,-0.08362,-0.20333,-0.2101,-0.1124
1,199,-0.08362,-0.20333,-0.2101,-0.1124
2,200,-0.08362,-0.20333,-0.2101,-0.1124
2,201,-0.06985,-0.33381,-0.19817,-0.12096
2,202,-0.06985,-0.33381,-0.19817,-0.12096
2,203,-0.06985,-0.33381,-0.19817,-0.12096
2,204,-0.06985,-0.33381,-0.19817,-0.12096
2,205,-0.06985,-0.33381,-0.19817,-0.12096
2,206,-0.0818,-0.15521,-0.21059,-0.04797
2,207,-0.0818,-0.15521,-0.21059,-0.04797
2,208,-0.0818,-0.15521,-0.21059,-0.04797
2,209,-0.0818,-0.15521,-0.21059,-0.04797
2,210,-0.0818,-0.15521,-0.21059,-0.04797
2,211,-0.09767,-0.3175,-0.222,0.0613
2,212,-0.09767,-0.3175,-0.222,0.0613
2,213,-0.09767,-0.3175,-0.222,0.0613
2,214,-0.09767,-0.3175,-0.222,0.0613
2,215,-0.09767,-0.3175,-0.222,0.0613
2,216,-0.11511,-0.35705,-0.27326,-0.07325
2,217,-0.11511,-0.35705,-0.27326,-0.07325
2,218,-0.11511,-0.35705,-0.27326,-0.07325
2,219,-0.11511,-0.35705,-0.27326,-0.07325
2,220,-0.11511,-0.35705,-0.27326,-0.07325
2,221,-0.1129,-0.34808,-0.29007,-0.05328
2,222,-0.1129,-0.34808,-0.29007,-0.05328
2,223,-0.1129,-0.34808,-0.29007,-0.05328
2,224,-0.1129,-0.34808,-0.29007,-0.05328
2,225,-0.1129,-0.34808,-0.29007,-0.05328
2,226,-0.14054,-0.26286,-0.30896,-0.04553
2,227,-0.14054,-0.26286,-0.30896,-0.04553
2,228,-0.14054,-0.26286,-0.30896,-0.04553
2,229,-0.14054,-0.26286,-0.30896,-0.04553
2,230,-0.14054,-0.26286,-0.30896,-0.04553
2,231,-0.16812,-0.30119,-0.31022,-0.0651
2,232,-0.16812,-0.30119,-0.31022,-0.0651
2,233,-0.16812,-0.30119,-0.31022,-0.0651
2,234,-0.16812,-0.30119,-0.31022,-0.0651
2,235,-0.16812,-0.30119,-0.31022,-0.0651
2,236,-0.18884,-0.34441,-0.31971,-0.11485
2,237,-0.18884,-0.34441,-0.31971,-0.11485
2,238,-0.18884,-0.34441,-0.31971,-0.11485
2,239,-0.18884,-0.34441,-0.31971,-0.11485
2,240,-0.18884,-0.34441,-0.31971,-0.11485
2,241,-0.18502,-0.29425,-0.31952,-0.07692
2,242,-0.18502,-0.29425,-0.31952,-0.07692
2,243,-0.18502,-0.29425,-0.31952,-0.07692
2,244,-0.18502,-0.29425,-0.31952,-0.07692
2,245,-0.18502,-0.29425,-0.31952,-0.07692
2,246,-0.18399,-0.35664,-0.326,-0.08059
2,247,-0.18399,-0.35664,-0.326,-0.08059
2,248,-0.18399,-0.35664,-0.326,-0.08059
2,249,-0.18399,-0.35664,-0.326,-0.08059
2,250,-0.18399,-0.35664,-0.326,-0.08059
2,251,-0.2185,-0.33095,-0.32703,-0.07489
2,252,-0.2185,-0.33095,-0.32703,-0.07489
2,253,-0.2185,-0.33095,-0.32703,-0.07489
2,254,-0.2185,-0.33095,-0.32703,-0.07489
2,255,-0.2185,-0.33095,-0.32703,-0.07489
2,256,-0.25042,-0.29466,-0.3485,-0.02147
2,257,-0.25042,-0.29466,-0.3485,-0.02147
2,258,-0.25042,-0.29466,-0.3485,-0.02147
2,259,-0.25042,-0.29466,-0.3485,-0.02147
2,260,-0.25042,-0.29466,-0.3485,-0.02147
2,261,-0.24657,-0.36112,-0.33288,-0.13075
2,262,-0.24657,-0.36112,-0.33288,-0.13075
2,263,-0.24657,-0.36112,-0.33288,-0.13075
2,264,-0.24657,-0.36112,-0.33288,-0.13075
2,265,-0.24657,-0.36112,-0.33288,-0.13075
2,266,-0.27587,-0.17193,-0.33677,-0.04879
2,267,-0.27587,-0.17193,-0.33677,-0.04879
2,268,-0.27587,-0.17193,-0.33677,-0.04879
2,269,-0.27587,-0.17193,-0.33677,-0.04879
2,270,-0.27587,-0.17193,-0.33677,-0.04879
2,271,-0.29877,-0.25552,-0.35267,-0.06184
2,272,-0.29877,-0.25552,-0.35267,-0.06184
2,273,-0.29877,-0.25552,-0.35267,-0.06184
2,274,-0.29877,-0.25552,-0.35267,-0.06184
2,275,-0.29877,-0.25552,-0.35267,-0.06184
2,276,-0.32497,-0.32076,-0.36353,-0.13197
2,277,-0.32497,-0.32076,-0.36353,-0.13197
2,278,-0.32497,-0.32076,-0.36353,-0.13197
2,279,-0.32497,-0.32076,-0.36353,-0.13197
2,280,-0.32497,-0.32076,-0.36353,-0.13197
2,281,-0.32133,-0.25185,-0.36375,-0.05858
2,282,-0.32133,-0.25185,-0.36375,-0.05858
2,283,-0.32133,-0.25185,-0.36375,-0.05858
2,284,-0.32133,-0.25185,-0.36375,-0.05858
2,285,-0.32133,-0.25185,-0.36375,-0.05858
2,286,-0.31104,-0.28243,-0.36885,-0.03697
2,287,-0.31104,-0.28243,-0.36885,-0.03697
2,288,-0.31104,-0.28243,-0.36885,-0.03697
2,289,-0.31104,-0.28243,-0.36885,-0.03697
2,290,-0.31104,-0.28243,-0.36885,-0.03697
2,291,-0.34824,-0.23105,-0.3828,0.03602
2,292,-0.34824,-0.23105,-0.3828,0.03602
2,293,-0.34824,-0.23105,-0.3828,0.03602
2,294,-0.34824,-0.23105,-0.3828,0.03602
2,295,-0.34824,-0.23105,-0.3828,0.03602
2,296,-0.3985,-0.32973,-0.4002,0.07353
2,297,-0.3985,-0.32973,-0.4002,0.07353
2,298,-0.3985,-0.32973,-0.4002,0.07353
2,299,-0.3985,-0.32973,-0.4002,0.07353
3,300,-0.3985,-0.32973,-0.4002,0.07353
3,301,-0.43635,-0.26204,-0.4008,-0.11688
3,302,-0.43635,-0.26204,-0.4008,-0.11688
3,303,-0.43635,-0.26204,-0.4008,-0.11688
3,304,-0.43635,-0.26204,-0.4008,-0.11688
3,305,-0.43635,-0.26204,-0.4008,-0.11688
3,306,-0.46784,-0.13605,-0.40358,-0.05939
3,307,-0.46784,-0.13605,-0.40358,-0.05939
3,308,-0.46784,-0.13605,-0.40358,-0.05939
3,309,-0.46784,-0.13605,-0.40358,-0.05939
3,310,-0.46784,-0.13605,-0.40358,-0.05939
3,311,-0.50279,-0.32687,-0.40808,-0.06999
3,312,-0.50279,-0.32687,-0.40808,-0.06999
3,313,-0.50279,-0.32687,-0.40808,-0.06999
3,314,-0.50279,-0.32687,-0.40808,-0.06999
3,315,-0.50279,-0.32687,-0.40808,-0.06999
3,316,-0.52899,-0.21026,-0.41625,-0.08019
3,317,-0.52899,-0.21026,-0.41625,-0.08019
3,318,-0.52899,-0.21026,-0.41625,-0.08019
3,319,-0.52899,-0.21026,-0.41625,-0.08019
3,320,-0.52899,-0.21026,-0.41625,-0.08019
3,321,-0.5356,-0.19395,-0.40325,-0.09772
3,322,-0.5356,-0.19395,-0.40325,-0.09772
3,323,-0.5356,-0.19395,-0.40325,-0.09772
3,324,-0.5356,-0.19395,-0.40325,-0.09772
3,325,-0.5356,-0.19395,-0.40325,-0.09772
3,326,-0.54419,-0.31953,-0.4082,-0.08345
3,327,-0.54419,-0.31953,-0.4082,-0.08345
3,328,-0.54419,-0.31953,-0.4082,-0.08345
3,329,-0.54419,-0.31953,-0.4082,-0.08345
3,330,-0.54419,-0.31953,-0.4082,-0.08345
3,331,-0.56666,-0.22942,-0.41681,0.00748
3,332,-0.56666,-0.22942,-0.41681,0.00748
3,333,-0.56666,-0.22942,-0.41681,0.00748
